Review,Mark
"Всем советую выбирайте этого провайдера, перепробовал много (от Карбины-Билайна до СТАРа), только этот хороший. В остальных провайдерах пинг меня подводит, живу в САО.",0
"УМЕНЬШИЛИ СКОРОСТЬ В 100 РАЗ И НА ЗВОНКИ НЕ ОТВЕЧАЮТ, просто игнор. Это наводит на мысль поменять провайдера.",0
"Переключила на новый тариф до 25 Мбит/с, однако связь постоянно обрывается, в службе поддержке не решили вопрос. Услуга не предоставляется, постоянно обрывы, что протоколы не ведутся? Кто качеством будет заниматься? Надо срочно менять провайдера.",1
"Начну с телевидения. Оно просто не работает, хотя я за него плачу. Когда оставил заявку на приход мастера, связались через неделю, нагрубили, придти могут только до 18:00 и снова нагрубили... Интернет работает через раз, Вай Фай вообще отсутствует. Я плачу 800 рублей просто так, пользуюсь 3g или соседски Вай Фаем (кстати подняли плату на 200+ рублей, а за что объяснить не могут).
Даже если постараться, не получится найти хоть что то положительное. Самый отвратительный провайдер в Мск.",1
Недавно все было нормально.но уже как месяц интернет стал полным г...!НЕНАВИЖУ ИХ!!!НАЧИНАЯ С 16:00 и до 01:00 ПОЛЬЗОВАТЬСЯ ИНТЕРНЕТОМ НЕВОЗМОЖНО!!!!2ip ВЫДАЕТ СКОРОСТЬ 50-100 КБ/СЕК!НА ДНЯХ ПОДКЛЮЧАЮ ОНЛАЙМ!В АД ЭТОТ ГАЛИМЫЙ И БЕЗПОЛЕЗНЫЙ BEELINE!,1
"http://www.speedtest.net/result/2942310020.png
Вот посмотрите какая скорость, скорость супер и цена отличная! был дом ру деньги только так платил за какие то 5 мбит.сек",1
"Скорость 3.5, а по факту в два раза меньше. При чем специалисты сервисного центра не смогли пообещать, что скорость существенно возрастет, при подключении более дорогого тарифа. Конечно неприятно, но при этом Yota все равно остается самый выгодным интернетом для юр. лиц. Цен меньше 2000 в месяц нам никто не предложил, а за Yota ч плачу 650..",1
"Пользуюсь Дом -ру 5 лет.Раньше достаточно сносно работал,в службе поддержки адекваты были.А вот последние месяца просто УЖАС!скорость в 5 раз ниже заявленной!Приходил спец.сказал у вас проблемы с компом.Видимо и с ноутом и с планшетом и с айфоном разом!А в службе поддержки меня кидали по разным ""спецам"",предлагали ПЛАТНОГО мастера,и в итоге просто перестали отвечать!Менять срочно!!!!!!",1
"Все проблемы от мегафона, если подключить на тоже место, в одно и то же время вместо еты мегафон то скорость вместо нескольких килобит становится больше двадцати мегабит, при одинаковом качестве сигнала. На мегафоне на тарифах L и XL сняли ограничение скорости ночью. вот почему мы на ете и ночью не можем качать. не пользуюсь даже сотовой свьязью мегафона и как оплата закончатся на ете на мегафон не пойду принципиально найду что-то другоге пусть и медленнее. Все проблемы из-за настроек етовцам ошулки, мегафну все остальное.",1
"Сделали в Мтс заявку на подключение! Приехали с области с маленьким ребенком, так никто не пришел , не позвонил! Мы сами связались с компанией, нас перенесли на другое число, мы приехали, прождали и тут опять никто не пришел ! И даже не позвонил! Мы опять связались с ними, они сказали, что много заявок и поэтому не успели даже позвонить! Я даже не знаю как им после этого верить! Буду плохого мнения теперь об этой конторке! И знакомых буду отговаривать!",1
"никогда скорость не соответствовала заявленной! за инет плачу 100грн в месяц, больше 2,5 Мбит\с  не было никогда! разговоры с техподдержкой ничего не дают...  пользуюсь в связи с отсутствием альтернативы, жду когда появится что то новое, сразу уйду! заодно и телефон отрежу!",1
"Брать деньги вы умеете , это да , молодцы . А вот что бы интернет работал нормально сделать не можете ! Второй день не могу поиграть в Dota2 ( и эта проблема только у того кто подключился к ростелекому .",1
Худший провайдер Татарстана. Скорость входящего потока 31 кб/с абонентская плата 450 рублей. Живем в каменном веке ((,1
"Перешёл на этого провайдера очень давно, как только он появился на рынке услуг интернет провайдеров. И поначалу всё было весьма не плохо, но прошло 10 лет и всё в корне поменялось. Услуги подорожали. Стали навязывать всё пакетами. Начали Изменять условия тарифов и ссылаться при этом на закон Яровой (глупость полнейшая). Скорость скачет как ей вздумается, чтобы получить хоть приблизительную скорость (30/15 по моему тарифу) нужно предварительно провести с десяток тестов, чтобы из спящего состояния инициировать в общем канале для меня фреймы. 1280 пинг до Твери я такого ещё не видел ни у одного провайдера, и это в 2 часа ночи.:) до Франфурта тест и вовсе не начался (хотя параллельный тест через другого провайдера показал отличную скорость и маленький пинг. Вечером никакие предварительные тесты не помогут раскачать канал — провалы скорости вплоть до таймаутов. Тех поддержка наитупейшая, что в чате, что по телефону — несут отсебятину которая в последствии лишь выясняется что полнейшая чушь. И это не по сложным даже техническим вопросам, а просто по условиям и услугам. Собрался уходить — предложили специальный промотариф как бы на 100 рублей дешевле, но заменили имевшийся у меня в тарифе динамический реальный ip на серый за NAT. А теперь как у других провов я не могу его вернуть за 50р в месяц, теперь нужно покупать статический инет ip, за 150 р в месяц. И спрашивается что это за промо тариф такой? для дураков что ли? в общем добиваю деньги на счету и сваливаю. альтернативу уже нашёл, причем более дешёвую и с лучшим качеством услуг.",0
"Пользуюсь услугами компании с 2008-го года (ВятКТВ-Мультинекс-МТС). Претензий не имею. Сначала был интернет на одной квартире. Переехал в другую - перенесли с сохранением договора. Всё отлично работает. Скорость доступа ниже двадцати мегабит не опускается (ночью сто). Многие пишут, что у них проблемы. Не знаю. Вряд ли совпадение, что на дух разных квартирах интернет без проблем (знакомых в компании если что нет!) Про службу поддержки ничего сказать не могу - не было повода обращаться (что ещё раз доказывает качество услуг).",1
"Ужасный провайдер. И работают там одни [ЦЕНЗУРА] Помочь настроить роутер не пожелали или не смогли, а верне не захотили. Заявленная скорость 6 Мбит, очень далеко от истины в раз 100 ниже. В общем одни отрицательные эмоции. Отключусь от них, это однозначно.",1
"херня полная, все вечно залипает...так в соц сетях порезвится..фильмы онлайн и спортивные матчи смотреть бесполезно.",1
"мне нравится.Люди,если вас не устраивает ваш провайдер,от всей души рекомендую!Поверьте, вы не пожалеете.
За год и 4 месяца у меня нет к провайдеру ни одной серьёзной жалобы. Фактическая скорость соответствует тарифу.",0
"Все плохо, если есть альтернатива, не подключайтесь к yota. За последние пол года качество ухудшилось многократно, хотя изначально было неплохо, значит могут но не хотят. Да и с торрентами, все же как-то не честно, может и не с юридической точки, но просто по человечески.",1
"уже в четвертый раз оставляю отрицательный отзыв, пробовал ругаться и похорошему решить проблему, так нет зачем??? итак из плюсов:
1. к службе поддержки вопросов не возникает (именно к той которая работает то тел 8-800-775-0-775)
2. пожалуй плюсы закончились
теперь минусы
1. когда монтажники тянули провод в договоре указали неверный пароль от л/кабинета (хотя возможно комюнити не внесли в реестр)
2.постоянные обрывы (в последние три месяца не редкость)
3.потери пакетов до 70%, скачки пинга
4.абсолютное не желание работать технического отдела (на мое письмо с скриншотами пинг теста мне пришел ответ: на превом скрине все норм, а вот на втором проблема за пределами нашей сети, так что мы не виноваты в том что у вас интернет [ЦЕНЗУРА] и решать эту проблему естественно мы не будем (собственно после чего меня бамбануло так, я решил сменить провайдера благо в понедельник придут монтажники)
отсюда следует вывод зачем нужен такой провайдер    который не хочет предоставлять услуги в надлежащем качестве",1
"Постоянные обрывы, ссылки на плохую погоду и ничегонеделание поставщика. Деньги берут - делают мало.",1
"Подключили в частном секторе в старом доме в 2011году,другой провайдер подключить просто невозможно,такой район,пришёл работник с модемом за 1 гривну))) сказал что линия тянет только до 5 мбит,но можно сделать до 10))дали работнику 100гривен в нагрузку что бы он лично этим занялся и если можно побыстрее,уже на дворе 2013год))ни 10мбит,ни работника,ни нормального интернета!!! Звонков в службу поддержки и заявок было немеренно,ответ один,""ВАМ ПЕРЕЗВОНЯТ"")))потом выясняется что они не могут сделать скорость быстрее,наверно их работник когда подключал это уже знал,но 100 гривен взял)))дело уже не в этом..пользоваться интернетом невозможно,скорость как в мультфильме про черепаху которая пока было лето и она оделась-наступила зима))) видео которое имеет время напрмер 3 минуты-грузится на сайт по 20 минут,страницы открываются по 7 минут,живём в Киеве,место положения определяется везде как Днепропетровск)))жесть короче!Каждый день проверяю скорость и волосы дыбом встают,просто шок от этого провайдера,мучаемся как проклятые..ещё ни разу скорость не была такая какая была обещана! Напишу я им на их страницу в Фэйсбук,а то там слишком всё у них ""хорошо"". Да,те кто пишет хорошие отзывы это наверно работники Укртелекома,потому как в 99 случаях отзывы о качестве скорости просто негативные,смешно читать! У нас нет возможности подключить другого провайдера,но есть возможность ВЕЗДЕ написать правду,так что кто имеет возможность не подключаться,даже и не думайте! Дело не в маленькой цене,дело в безалаберности и безответственности и безнаказанности!",1
"Я хотел бы поделиться с Вами своей радостью, по поводу быстрого подключения,а главное хорошей связи. Советую всем. Приобрел дом в одном из коттеджных поселков в Дмитровском районе. Все коммуникации оказались близко подключили буквально за три дня!",1
"подключился к дом. ру в августе. подключила милая девочка. честно. на это и повелся. и не зря. скорость отличная,телевизор отлично показывал. еще и роутер. и вот она же мне подключила цифровое телевидение. ребята. это нечто!сидишь и балдеешь. уже вот 27 каналов в HD.  короче супер.  89196130911 вот номер девочки",1
"Очень плохо уже 1.5 месяца с 22 00 до 00 00 интернета нет... Хотя сижу на самом дорогом тарифе.
г. Моршанск",1
"Такого издевательства я еще не видел! Служба поддержки просто целиком и полностью состоит из некомпетентных людей. Возник вопрос возобновлением пользования услугами интернета после длительного перерыва, казалось бы элементарная стандартная ситуация, но видимо не для специалистов МТС. Я 6 раз звонил, разговаривая по пол часа с каждым представителем этой замечательной компании всего лишь с двумя вопросами что нужно сделать для восстановления услуги и через какое время она заработает и о чудо из шести звонков шесть разных ответов, пока ни один не совпал:) Когда я понял, что видимо не смогу добиться ответа (все-таки три часа уже с ними разговариваю) решил уточнить другой вопрос по переходу на комплексный тариф мобильная связь + домашний интернет и что вы думаете три разных ответа на мой вопрос от разных специалистов. Это просто полный пипец.",1
"Стабильные 0,2 мб/с за 600 рублей в месяц. И это при заявленных 50! Проблем в сетевых адаптерах просто нету, ибо они новые и принимают скорость до 150 мб/с. Отвратный провайдер. МТС лучше будет.",1
"обещано 7 мбит/сек, на деле так и есть :)",0
"Скорость хорошая, смотрю в онлайн сериалы, фильмы качаю. все быстро и без зависаний! За 2 года может пару раз какаято авария было и то быстро все порешали! молодцы!",0
"Подключал интернет в организацию в которой работаю. Скорость (10Мб/с по оптоволоконному кабелю) стабильна. За полтора года ни одного сбоя. К технической стороне претензий нет.

Зато есть претензии к административной стороне. Менеджеры не расторопны и ленивы. Долго необходимо добиваться ответа на по ставленый вопрос. 

Надеюсь что тех с кем общался я уже нет в компании.",1
"Сайт выдаёт 'умопомрачительные' 1.2 мб\с (про отдачу вообще молчу!)ю
НО если бы было хотя бы столько!!!
150-200 кб\с уже, для меня, невиданное чудо!
Но, в Белоруссии, вряд ли что-нибудь другое в
ближайшие 5 лет появится.",1
После 35 летнего сотрудничества сегодня подписал бумажки о прекращении пользования услугами Укртелеком. № 1-цена за 5мб+бонус телефон (которым не пользуюсь)156гн49 коп. № 2 частое отсутствие интернета. № 3 не предоставление скорости интернета согласно моего пакета. № 4 при заявках об отсутствии интернета никогда не делался перерасчет абон-платы. За Ваших потребителей должны Вы бороться! А скорость 50мб за 90гн это не для Укртелеком.,1
"Пользуюсь около 10 лет нареканий нет, технические проблемы  решают очень быстро. Тарифы очень удобные, как говорится все в одном месте  интернет+телевидение.",0
"Народ не подключайтесь к Ростелекому, был на Кабинете скорость была до 25 мб/с. решил проверить ростелеком- скорость выше 0,5 мб/с не поднимается- хотя по плану до 8 мб/с должна быть :) короче ну его эту контору- перехожу обратно на кабинет))",1
"Когда у меня был тариф 1 Мбит\Сек то все было круто, скорость скачивания доходила до 140 кб\Сек... но как только они поменяли тарифы и сделали 4 Мбит\Сек... то стала полная ж**а связь обрывается каждые то 5 до 10 минут, страницы еле открываются, и скорость скачивания только 130 кб\сек а не 400 не говоря уже а 512... и ГДЕ ИХНИЕ 4 МЕГА БИТА ... ЗА ШТО Я МАТЬ ВАШУ 100 ГРН ПЛАЧЮ ЗА 1 МЕГА БИТ ДА!!! А ВСЕ ПЛАТЯТ 100 ЗА 4!!!",1
"Мой договор 72384843
Платил за тарифы 2000, 4000, 8000 kbps. Тестирование различными программами показало, что практически ни одного дня, ни одного часа провайдер положенной и оплаченной скорости не представляет. Сейчас опять перешёл на 2000, а  тесты скорости показываю только 650-670 kbps. Дважды приходили мастера, при их посещении наблюдался рост скорости, а как только они за порог дома - всё опять по старому. От технической поддержки столько наслушался музыки, что туда уже противно звонить. Совести нет у этой фирмы. Это жулики.",1
"Я не знаю, у кого там и как, но моё мнение о Ростелекоме самое низкое. Платил 300 рублей за скорость 2.2 мб. Но заявленных в тарифе 2.2 у меня никогда не было! С первого дня подключения (пользуюсь уже несколько лет) скорость от силы была 1.8. Лимит трафика - скачиваешь 50 гигов в месяц, потом отключается. Пофиг. Доплачиваю ещё поверх, чтобы снять ограничение и повысить скорость. В итоге выходит, плачу 500 рублей за еб@ные 1.7! Нормальный пинг - 100. А знаете сколько у меня? Пятнадцать, мать его, тысяч! Пятнадцать! Знаете сколько это? Как бы вам объяснить... Вот есть Маинкрафт. Так он даже маинкрафт не тянет, ска! Думал, может в компе дело. Сменил видеокарту, винду, антивирусник купил, все условия создал. И что в итоге? Да то же самое! И это только маинкрафт. О таких играх, как дота 2, варфрейм, панзар, варфейс и прочих, я уже молчу. Бл@ть, ебаные аллоды от мэйл.ру даже не тянет! А не так давно батлу купил. За 1000 рублей. И знаете что? Не могу в неё играть! Потому что проклятый ростелеком не выполняет своих обязательств - поставлять мне оплаченные 2.2 мб. Троит так, что всё вылетает вечно. И фиг с ними с троянами. Он тупо периодически отключается на профилактику. А однажды модем просто вырубился. И всё. На несколько дней. Приехал работник. Поменял. И знаете в чём преимущество нового модема? Ни в чём! Он так же отключается! А ещё знаете.,. Есть такой вид интернета... вайфай называется! Раньше он был не очень. Но с новым модемом он вообще ничерта не ловит! И такие проблемы не у меня одного. Любой в моём нп скажет вам абсолютно тоже самое, потому что это кошмар! Я понимаю, когда бывают проблемы со связью. Я живу не в самом сердце Челябинской области, но зачем тогда я плачу за 2.2, если даже 1.7 получаю через раз?! Нет, это край, всё. Если посчитать сколько денег и времени я потерял на это, то можно смело заявить: Ростелеком, ты разрушил мою жизнь!  Я бы поставил вам ноль звёзд, если было бы можно, но ставлю одну и знайте - ""очень плохо"" даже близко не соответствует поставляемому вами интернету.",1
"Пользуюсь около года. Заявленная скорость 100, но никогда не было выше 60. И это был максимум стандартная 30-40. ужасный провайдер",1
"В одном предложении, да что там - в тексте все мои мысли и чувства не выразить об этом провайдере. Как только начну что-нибудь скачивать, интернет выходит из сети! До этого высера стоял Дом.ру, а пришлось поставить из-за места жительства, я переехал и кроме этого интернета здесь ничего и не было. Фу, никогда в жизни, никогда и нигде не старайтесь до них дозвониться!",1
"Просто ужасно.
Насильно проведя оптоволокно, меня заставили взять один из их тарифов за полцены. Сначала я не жаловался на скорость пинг и т. п. Когда осталось примерно 1,5 месяца до конца скидки, начала происходить какая-то ахинея. Пинг поднимается до невообразимых высот, скорость падает ниже заявленной в 10(!) раз, жесткие просадки (а мне, как игроку в доту, это недопустимо) и т. д.
Если у вас есть возможность взять другого провайдера — смело берите.",1
"Заплатил 3к за подключение высокоскоростного инета аж 60 Мбит/с с абонентской платой всего 350р в месяц,но фактическая скорость не более 7 Мбит/с,а вечером не более 2,5 Мбит/с,короче обманщики,жалко денег за подключение,придется пока пользоваться,не ведитесь народ",1
"В моём доме до последнего времени был только один провайдер - Корбина. Как только они появились - подключился и радовался, почти пол-года. Но (куда ж без ""но"") постепенно они подключали на тот же канал других абонентов, ещё, и ещё, я сменил тариф на максимальный (36 мегабит).. какие нахрен он-лайн фильмы, о чём вы?? Какие игры? В будние дни, с 8.30 утра до 22-23.00 вечера скорость за последний год НЕ ПОДНИМАЛАСЬ ВЫШЕ 5-6 метров! Саппорт откровенно офигевший, особо то быдло, что кличут ""техническим специалистом"", про дозванивания по 40 минут и отключения на ровном месте тут уже всё написали.
И да, как билайн ещё приплёлся - стало хуже, только хуже. Увы, альтернативы у меня лично пока нет((",1
"Гореть в огне адском Ютелу за низкую скорость и постоянные отключения ... стоит скорость 4 мбит, а на деле... Пинг под 200, вход скорости 1.74 выход 0.07 m\bit... чтобы не быть голословным вот ссыль http://www.speedtest.net/result/998014941.png ... тех поддержка отвратительная делаешь заявку через 2 дня звонят говорять оборудование плохое много народу перейдите на другой тп спрашивается, а за что я платил год 800 руб своих кровных. Но выбора то нет или ютел или борода ( не подключайте ю тел!",1
"Здравствуйте. Сколько можно говорить и писать что инет в районе малинавой горы г. Ижевска очень и очень плохой. Только все обещают что исправят, но ничего не меняется. Разберитесь пожалуйста.",1
"Ужасный провайдер с мошенническими повадками.
Может самовольно подключить абоненту дополнительные услуги на несколько сотен рублей, типо какая-то акция и отказаться от участия нельзя.
А может просто взять и уменьшить тебе скорость. У нас в районе нет других провайдеров, поэтому ростелеком решил, что мы никуда не денемся и в разы уменьшил всем скорость. А поддержка сразу начала врать, что нельзя вернуть скорость какая была, нет технической возможности.",1
"Прежде всего хочу сказать, что подключились мы к хомнету не по щучьему велению: небывалая цена в 200 рублей за кабельное с интернетом на скорости ДО 5 мбит/сек взяла свое над буржуйским Электронным городом, который к тому времени заломил цены до 500 рублей в месяц.
Сначала все было прекрасно! Но потом ХоумНет отошел к МТС, и с того момента начались наши путешествия в СЦ, который, к слову, единственный в нашем городе-миллионнике. То внезапное отключение соединения по непонятным причинам, то очередное повышение стоимости, то неожиданная пропажа денег с лицевого счета, это притом, что оплату мы вносим своевременно и состояние счета проверяем стабильно. Итак, сейчас мы имеем посредственного оператора с незаурядным сервисом, ценой 450 рублей в месяц и острое желание перейти под крыло другого провайдера.",1
"Так то провайдер нормальный... Вход...скорость хорошая, а вот исход. полный отстой. И цена в месяц повышенная... Авангард переоценивает свои возможности как поставщик инета...  НЕ РУБИТЕ СТОЛЬКО БАБЛА!",0
"подключился к ТТк еще в 12 году, все впринципе было нормально, скорость радовала, по цене было как у всех 360 рублей за 100мб нормально, пока 2 года назад без предупреждения не подняли стоймость, никто не звонил, не предупреждал, ну ладно, вместе с тем скорость интернета стала заметно падать, последней каплей стало недавнее повышение стймости, опять без предупреждения, скорость едва достигает 50 мб, получилось интересно-скорость упала, а стоймость возросла! Отдельно хотелось бы рассказать про операторов тех поддержки, хамят, врут, недоговаривают, на жалобы не отвечают-отправлено в соответствующий отдел и молчание, в общем раньше было нормально, теперь не вздумайте подключаться, дорого, некачественно, клиентам хамят!",1
"В общем то все еще 3 дня назад все было хорошо,скорость была нормальная,на пинг тоже не жаловался,но начиная с 03.07.15-го Стало заметно хуже.Я заядлый геймер и частенько в свободное время играю в онлайн игры,но последние 2 дня будто сижу с телефонного интернета,пинг повысился от стандартных 20-30 до 400 и больше,долгое время играл на китайских серверах и с пингом 200 -300 чувствовал себя вполне комфортно ,но последние 2 дня пинг в 500 - уже мечта,ибо средний пинг который приходится видеть теперь 4000+ ,когда у знакомых с другими провайдерами на тех же китайский серверах пинг 170-200,в тех поддержку звонил,все бес толку.
Пользуюсь домру уже 5-6 лет и теперь задумываюсь о смене провайдера,увы.",1
"Чего вы здесь (большинство) хаете? Всё прекрасно работает. Модем 7,2 Мбит/с 3-ху выдаёт стабильно. Объёмы до ограничения бы ещё увеличить и вообще была бы красота!",1
"Тариф Актив 64 (условный безлимит, после достижения порога 5Гб (на такой-то скорости) падает до 32Kbps), постоянные перебои, очень медленная скорость (не выдерживаются даже заявленные 8Кб/с), неоправданно завышенная цена... 400руб. Плюсы: оперативная техподдержка.",0
"Начнём с самого малого: все, кто пишут, что после объединения Онлайм с Ростелекомом начались проблемы, все спамеры, так как: Ростелеком владеет Онлайм несколько лет и это секретом не является. Далее, спамящие тут дебилы, по поводу скорости (всех провайдеров) ни разу не обращались в техподдержку и даже не знают, что скорость надо тестировать напрямую проводом, а не ихним дешёвым роутеров через вай-фай на расстоянии 20 метров. Ещё далее: много пишет, у нас по тарифу скорость такая-то, а в реале такая-то  смотрите выше, что надо делать, а не орать, что у вас скорость 100 мегабит, когда ваш роутер по вай-фай более 54 (это стандарт, а не реальная скорость) не выжимает. Теперь касаемо прова: отлично работает, скорость по тарифу (недорогой тариф 500 руб за 30 /15  мегабит, кстати, в торренте, если у вас скорость 30 мегабит вы более 3,8 не увидите, учите матчасть. В общем, неучи, научитесь пользоваться интернетом, а потом комментируйте, как работает ваш провайдер.
Онлайм на ура: http://www.speedtest.net/result/2449846266.png
PS: если у вас хватило мозгов попробовать протестить скорость с америкой, то готовьтесь, она будет меньше, так как пров отвечает за скорость в вашем городе и нигде более.",0
"Услугами этого провайдера пользуюсь 2 года, был доволен, однако два месяца назад ситуация ухудшилась, якобы перейдя на новое оборудование скорость упала в 10 раз, причем прикол в том что работая через роутер скорость низкая при подключении напрямую скорость соответствует заявленной, роутеров поменял штуки три wi-fi, по проводу без разницы - на роуторе скорость режется, причем сейчас роутер самый последний Asus RT-N66U и грешить на него не имеет смысла, поддержка молчит и ни в чем не сознается.",0
"Я тоже решил, что буду отзыв писать как некоторые тут сидящие с большими 
расстояниями между строк, только в отличии от этих комментариев поклонников авангарда они не столь положительные.  

Так и вот. Авангард ужаснейшее воплощение 
интернет провайдера. Просто примера даже не найти. Он у меня является вторым инетом так, что есть с чем сравнивать. 

Первый провайдер парочка не серьёзных отключении в течении года! 
Авангард же стабильные проблемы со скоростью каждый божий день! 
Днём когда я по сути на работе авангард в ударе летает аж. 
Из обещанных 4 мб от силы 2 мб( Ладно и то хорошо, что хоть работает. 

Наступает вечер и авангард начинает улетучиваться с каждым часом в без инетную ночь!  

Ближе к утро его конечно попустит часиков так к 9 утра,  но это только небольшая часть того с чем придётся столкнуться абонентам этого с натяжкой сказать провайдера.

P.S: На мыло его!",1
"Провайдер Ростелеком если сказать просто выдают желаемое за действительное цены завышены до предела даже для Смоленска где давно оптика мы на окраине проживаем и сидим на ADSL за 5mb 520 рублей плюс телефон 380 и того 900 рублей это круто хотя заявляет провайдер скорость 7,5mb плюс ровно в 9 часов интернет пропадает и так каждый день.Техподдержка это просто ЧУДО вежливость извините простите а ВОЗ и поныне там не решает ничего сколько не званил.Нет альтернативы вот и мучаемся цены подняли и все.Есть провайдер у нас СитиКом цена 20mb  199 рублей в месяц плюс без обмана и входящая и исходящая 20 но он к нам еще не пришол ждем как сыр ждала ворона.",1
"Блин, по сравнению со СТРИМом - конфетка, а не провайдер! Переключилась на него совсем недавно (после СТРИМа) и пока очень довольна. Со СТРИМом раньше фильм в 1,5 гига 3 дня скачивала, смешно блин!!! Сейчас максимум час)))",0
